0x00020000; UL; FileMetaInformationGroupLength; File Meta Information Group Length
0x0014510B; SH; WedgeMaterial; Wedge Material
0x0014510C; DS; WedgeOffsetZ; Wedge Offset Z
0x0014510D; DS; WedgeOriginOffsetX; Wedge Origin Offset X
0x0014510E; DS; WedgeTimeDelay; Wedge Time Delay
0x0014510F; SH; WedgeName; Wedge Name
0x00145110; SH; WedgeManufacturerName; Wedge Manufacturer Name
0x00145111; LO; WedgeDescription; Wedge Description
0x00145112; DS; NominalBeamAngle; Nominal Beam Angle
0x00145113; DS; WedgeOffsetX; Wedge Offset X
0x00145114; DS; WedgeOffsetY; Wedge Offset Y
0x00145115; DS; WedgeTotalLength; Wedge Total Length
0x00145116; DS; WedgeInContactLength; Wedge In Contact Length
0x00145117; DS; WedgeFrontGap; Wedge Front Gap
0x00145118; DS; WedgeTotalHeight; Wedge Total Height
0x00145119; DS; WedgeFrontHeight; Wedge Front Height
0x0014511A; DS; WedgeRearHeight; Wedge Rear Height
0x0014511B; DS; WedgeTotalWidth; Wedge Total Width
0x0014511C; DS; WedgeInContactWidth; Wedge In Contact Width
0x0014511D; DS; WedgeChamferHeight; Wedge Chamfer Height
0x0014511E; CS; WedgeCurve; Wedge Curve
0x0014511F; DS; RadiusAlongWedge; Radius Along the Wedge
0x00180010; LO; ContrastBolusAgent; Contrast/Bolus Agent
0x00180012; SQ; ContrastBolusAgentSequence; Contrast/Bolus Agent Sequence
0x00180013; FL; ContrastBolusT1Relaxivity; Contrast/Bolus T1 Relaxivity
0x00180014; SQ; ContrastBolusAdministrationRouteSequence; Contrast/Bolus Administration Route Sequence
0x00180015; CS; BodyPartExamined; Body Part Examined
0x00180020; CS; ScanningSequence; Scanning Sequence
0x00180021; CS; SequenceVariant; Sequence Variant
0x00180022; CS; ScanOptions; Scan Options
0x00180023; CS; MRAcquisitionType; MR Acquisition Type
0x00180024; SH; SequenceName; Sequence Name
0x00180025; CS; AngioFlag; Angio Flag
0x00180026; SQ; InterventionDrugInformationSequence; Intervention Drug Information Sequence
0x00180027; TM; InterventionDrugStopTime; Intervention Drug Stop Time
0x00180028; DS; InterventionDrugDose; Intervention Drug Dose
0x00180029; SQ; InterventionDrugCodeSequence; Intervention Drug Code Sequence
0x0018002A; SQ; AdditionalDrugSequence; Additional Drug Sequence
0x00180031; LO; Radiopharmaceutical; Radiopharmaceutical
0x00180034; LO; InterventionDrugName; Intervention Drug Name
0x00180035; TM; InterventionDrugStartTime; Intervention Drug Start Time
0x00180036; SQ; InterventionSequence; Intervention Sequence
0x00180038; CS; InterventionStatus; Intervention Status
0x0018003A; ST; InterventionDescription; Intervention Description
0x00180040; IS; CineRate; Cine Rate
0x00180042; CS; InitialCineRunState; Initial Cine Run State
0x00180050; DS; SliceThickness; Slice Thickness
0x00180060; DS; KVP; KVP
0x00180070; IS; CountsAccumulated; Counts Accumulated
0x00180071; CS; AcquisitionTerminationCondition; Acquisition Termination Condition
0x00180072; DS; EffectiveDuration; Effective Duration
0x00180073; CS; AcquisitionStartCondition; Acquisition Start Condition
0x00180074; IS; AcquisitionStartConditionData; Acquisition Start Condition Data
0x00180075; IS; AcquisitionTerminationConditionData; Acquisition Termination Condition Data
0x00180080; DS; RepetitionTime; Repetition Time
0x00180081; DS; EchoTime; Echo Time
0x00180082; DS; InversionTime; Inversion Time
0x00180083; DS; NumberOfAverages; Number of Averages
0x00180084; DS; ImagingFrequency; Imaging Frequency
0x00180085; SH; ImagedNucleus; Imaged Nucleus
0x00180086; IS; EchoNumbers; Echo Number(s)
0x00180087; DS; MagneticFieldStrength; Magnetic Field Strength
0x00180088; DS; SpacingBetweenSlices; Spacing Between Slices
0x00180089; IS; NumberOfPhaseEncodingSteps; Number of Phase Encoding Steps
0x00180090; DS; DataCollectionDiameter; Data Collection Diameter
0x00180091; IS; EchoTrainLength; Echo Train Length
0x00180093; DS; PercentSampling; Percent Sampling
0x00180094; DS; PercentPhaseFieldOfView; Percent Phase Field of View
0x00180095; DS; PixelBandwidth; Pixel Bandwidth
0x00181000; LO; DeviceSerialNumber; Device Serial Number
0x00181002; UI; DeviceUID; Device UID
0x00181003; LO; DeviceID; Device ID
0x00181004; LO; PlateID; Plate ID
0x00181005; LO; GeneratorID; Generator ID
0x00181006; LO; GridID; Grid ID
0x00181007; LO; CassetteID; Cassette ID
0x00181008; LO; GantryID; Gantry ID
0x00181010; LO; SecondaryCaptureDeviceID; Secondary Capture Device ID
0x00181012; DA; DateOfSecondaryCapture; Date of Secondary Capture
0x00181014; TM; TimeOfSecondaryCapture; Time of Secondary Capture
0x00181016; LO; SecondaryCaptureDeviceManufacturer; Secondary Capture Device Manufacturer
0x00181018; LO; SecondaryCaptureDeviceManufacturerModelName; Secondary Capture Device Manufacturer's Model Name
0x00181019; LO; SecondaryCaptureDeviceSoftwareVersions; Secondary Capture Device Software Versions
0x00181020; LO; SoftwareVersions; Software Version(s)
0x00181022; SH; VideoImageFormatAcquired; Video Image Format Acquired
0x00181023; LO; DigitalImageFormatAcquired; Digital Image Format Acquired
0x00181030; LO; ProtocolName; Protocol Name
0x00181040; LO; ContrastBolusRoute; Contrast/Bolus Route
0x00181041; DS; ContrastBolusVolume; Contrast/Bolus Volume
0x00181042; TM; ContrastBolusStartTime; Contrast/Bolus Start Time
0x00181043; TM; ContrastBolusStopTime; Contrast/Bolus Stop Time
0x00181044; DS; ContrastBolusTotalDose; Contrast/Bolus Total Dose
0x00181045; IS; SyringeCounts; Syringe Counts
0x00181046; DS; ContrastFlowRate; Contrast Flow Rate
0x00181047; DS; ContrastFlowDuration; Contrast Flow Duration
0x00181048; CS; ContrastBolusIngredient; Contrast/Bolus Ingredient
0x00181049; DS; ContrastBolusIngredientConcentration; Contrast/Bolus Ingredient Concentration
0x00181050; DS; SpatialResolution; Spatial Resolution
0x00181060; DS; TriggerTime; Trigger Time
0x00181061; LO; TriggerSourceOrType; Trigger Source or Type
0x00181062; IS; NominalInterval; Nominal Interval
0x00181063; DS; FrameTime; Frame Time
0x00181064; LO; CardiacFramingType; Cardiac Framing Type
0x00181065; DS; FrameTimeVector; Frame Time Vector
0x00181066; DS; FrameDelay; Frame Delay
0x00181067; DS; ImageTriggerDelay; Image Trigger Delay
0x00181068; DS; MultiplexGroupTimeOffset; Multiplex Group Time Offset
0x00181069; DS; TriggerTimeOffset; Trigger Time Offset
0x0018106A; CS; SynchronizationTrigger; Synchronization Trigger
0x0018106C; US; SynchronizationChannel; Synchronization Channel
0x0018106E; UL; TriggerSamplePosition; Trigger Sample Position
0x00181070; LO; RadiopharmaceuticalRoute; Radiopharmaceutical Route
0x00181071; DS; RadiopharmaceuticalVolume; Radiopharmaceutical Volume
0x00181072; TM; RadiopharmaceuticalStartTime; Radiopharmaceutical Start Time
0x00181073; TM; RadiopharmaceuticalStopTime; Radiopharmaceutical Stop Time
0x00181074; DS; RadionuclideTotalDose; Radionuclide Total Dose
0x00181075; DS; RadionuclideHalfLife; Radionuclide Half Life
0x00181076; DS; RadionuclidePositronFraction; Radionuclide Positron Fraction
0x00181077; DS; RadiopharmaceuticalSpecificActivity; Radiopharmaceutical Specific Activity
0x00181078; DT; RadiopharmaceuticalStartDateTime; Radiopharmaceutical Start DateTime
0x00181079; DT; RadiopharmaceuticalStopDateTime; Radiopharmaceutical Stop DateTime
0x00181080; CS; BeatRejectionFlag; Beat Rejection Flag
0x00181081; IS; LowRRValue; Low R-R Value
0x00181082; IS; HighRRValue; High R-R Value
0x00181083; IS; IntervalsAcquired; Intervals Acquired
0x00181084; IS; IntervalsRejected; Intervals Rejected
0x00181085; LO; PVCRejection; PVC Rejection
0x00181086; IS; SkipBeats; Skip Beats
0x00181088; IS; HeartRate; Heart Rate
0x00181090; IS; CardiacNumberOfImages; Cardiac Number of Images
0x00181094; IS; TriggerWindow; Trigger Window
0x00181100; DS; ReconstructionDiameter; Reconstruction Diameter
0x00181110; DS; DistanceSourceToDetector; Distance Source to Detector
0x00181111; DS; DistanceSourceToPatient; Distance Source to Patient
0x00181114; DS; EstimatedRadiographicMagnificationFactor; Estimated Radiographic Magnification Factor
0x00181120; DS; GantryDetectorTilt; Gantry/Detector Tilt
0x00181121; DS; GantryDetectorSlew; Gantry/Detector Slew
0x00181130; DS; TableHeight; Table Height
0x00181131; DS; TableTraverse; Table Traverse
0x00181134; CS; TableMotion; Table Motion
0x00181135; DS; TableVerticalIncrement; Table Vertical Increment
0x00181136; DS; TableLateralIncrement; Table Lateral Increment
0x00181137; DS; TableLongitudinalIncrement; Table Longitudinal Increment
0x00181138; DS; TableAngle; Table Angle
0x0018113A; CS; TableType; Table Type
0x00181140; CS; RotationDirection; Rotation Direction
0x00181142; DS; RadialPosition; Radial Position
0x00181143; DS; ScanArc; Scan Arc
0x00181144; DS; AngularStep; Angular Step
0x00181145; DS; CenterOfRotationOffset; Center of Rotation Offset
0x00181147; CS; FieldOfViewShape; Field of View Shape
0x00181149; IS; FieldOfViewDimensions; Field of View Dimension(s)
0x00181150; IS; ExposureTime; Exposure Time
0x00181151; IS; XRayTubeCurrent; X-Ray Tube Current
0x00181152; IS; Exposure; Exposure
0x00181153; IS; ExposureInuAs; Exposure in As
0x00181154; DS; AveragePulseWidth; Average Pulse Width
0x00181155; CS; RadiationSetting; Radiation Setting
0x00181156; CS; RectificationType; Rectification Type
0x0018115A; CS; RadiationMode; Radiation Mode
0x0018115E; DS; ImageAndFluoroscopyAreaDoseProduct; Image and Fluoroscopy Area Dose Product
0x00181160; SH; FilterType; Filter Type
0x00181161; LO; TypeOfFilters; Type of Filters
0x00181162; DS; IntensifierSize; Intensifier Size
0x00181164; DS; ImagerPixelSpacing; Imager Pixel Spacing
0x00181166; CS; Grid; Grid
0x00181170; IS; GeneratorPower; Generator Power
0x00181180; SH; CollimatorGridName; Collimator/grid Name
0x00181181; CS; CollimatorType; Collimator Type
0x00181182; IS; FocalDistance; Focal Distance
0x00181183; DS; XFocusCenter; X Focus Center
0x00181184; DS; YFocusCenter; Y Focus Center
0x00181190; DS; FocalSpots; Focal Spot(s)
0x00181191; CS; AnodeTargetMaterial; Anode Target Material
0x001811A0; DS; BodyPartThickness; Body Part Thickness
0x001811A2; DS; CompressionForce; Compression Force
0x001811A4; LO; PaddleDescription; Paddle Description
0x00181200; DA; DateOfLastCalibration; Date of Last Calibration
0x00181201; TM; TimeOfLastCalibration; Time of Last Calibration
0x00181202; DT; DateTimeOfLastCalibration; DateTime of Last Calibration
0x00181210; SH; ConvolutionKernel; Convolution Kernel
0x00181242; IS; ActualFrameDuration; Actual Frame Duration
0x00181243; IS; CountRate; Count Rate
0x00181244; US; PreferredPlaybackSequencing; Preferred Playback Sequencing
0x00181250; SH; ReceiveCoilName; Receive Coil Name
0x00181251; SH; TransmitCoilName; Transmit Coil Name
0x00181260; SH; PlateType; Plate Type
0x00181261; LO; PhosphorType; Phosphor Type
0x00181300; DS; ScanVelocity; Scan Velocity
0x00181301; CS; WholeBodyTechnique; Whole Body Technique
0x00181302; IS; ScanLength; Scan Length
0x00181310; US; AcquisitionMatrix; Acquisition Matrix
0x00181312; CS; InPlanePhaseEncodingDirection; In-plane Phase Encoding Direction
0x00181314; DS; FlipAngle; Flip Angle
0x00181315; CS; VariableFlipAngleFlag; Variable Flip Angle Flag
0x00181316; DS; SAR; SAR
0x00181318; DS; dBdt; dB/dt
0x00181320; FL; B1rms; B1rms
0x00181400; LO; AcquisitionDeviceProcessingDescription; Acquisition Device Processing Description
0x00181401; LO; AcquisitionDeviceProcessingCode; Acquisition Device Processing Code
0x00181402; CS; CassetteOrientation; Cassette Orientation
0x00181403; CS; CassetteSize; Cassette Size
0x00181404; US; ExposuresOnPlate; Exposures on Plate
0x00181405; IS; RelativeXRayExposure; Relative X-Ray Exposure
0x00181411; DS; ExposureIndex; Exposure Index
0x00181412; DS; TargetExposureIndex; Target Exposure Index
0x00181413; DS; DeviationIndex; Deviation Index
0x00181450; DS; ColumnAngulation; Column Angulation
0x00181460; DS; TomoLayerHeight; Tomo Layer Height
0x00181470; DS; TomoAngle; Tomo Angle
0x00181480; DS; TomoTime; Tomo Time
0x00181490; CS; TomoType; Tomo Type
0x00181491; CS; TomoClass; Tomo Class
0x00181495; IS; NumberOfTomosynthesisSourceImages; Number of Tomosynthesis Source Images
0x00181500; CS; PositionerMotion; Positioner Motion
0x00181508; CS; PositionerType; Positioner Type
0x00181510; DS; PositionerPrimaryAngle; Positioner Primary Angle
0x00181511; DS; PositionerSecondaryAngle; Positioner Secondary Angle
0x00181520; DS; PositionerPrimaryAngleIncrement; Positioner Primary Angle Increment
0x00181521; DS; PositionerSecondaryAngleIncrement; Positioner Secondary Angle Increment
0x00181530; DS; DetectorPrimaryAngle; Detector Primary Angle
0x00181531; DS; DetectorSecondaryAngle; Detector Secondary Angle
0x00181600; CS; ShutterShape; Shutter Shape
0x00181602; IS; ShutterLeftVerticalEdge; Shutter Left Vertical Edge
0x00181604; IS; ShutterRightVerticalEdge; Shutter Right Vertical Edge
0x00181606; IS; ShutterUpperHorizontalEdge; Shutter Upper Horizontal Edge
0x00181608; IS; ShutterLowerHorizontalEdge; Shutter Lower Horizontal Edge
0x00181610; IS; CenterOfCircularShutter; Center of Circular Shutter
0x00181612; IS; RadiusOfCircularShutter; Radius of Circular Shutter
0x00181620; IS; VerticesOfThePolygonalShutter; Vertices of the Polygonal Shutter
0x00181622; US; ShutterPresentationValue; Shutter Presentation Value
0x00181623; US; ShutterOverlayGroup; Shutter Overlay Group
0x00181624; US; ShutterPresentationColorCIELabValue; Shutter Presentation Color CIELab Value
0x00181700; CS; CollimatorShape; Collimator Shape
0x00181702; IS; CollimatorLeftVerticalEdge; Collimator Left Vertical Edge
0x00181704; IS; CollimatorRightVerticalEdge; Collimator Right Vertical Edge
0x00181706; IS; CollimatorUpperHorizontalEdge; Collimator Upper Horizontal Edge
0x00181708; IS; CollimatorLowerHorizontalEdge; Collimator Lower Horizontal Edge
0x00181710; IS; CenterOfCircularCollimator; Center of Circular Collimator
0x00181712; IS; RadiusOfCircularCollimator; Radius of Circular Collimator
0x00181720; IS; VerticesOfThePolygonalCollimator; Vertices of the Polygonal Collimator
0x00181800; CS; AcquisitionTimeSynchronized; Acquisition Time Synchronized
0x00181801; SH; TimeSource; Time Source
0x00181802; CS; TimeDistributionProtocol; Time Distribution Protocol
0x00181803; LO; NTPSourceAddress; NTP Source Address
0x00182001; IS; PageNumberVector; Page Number Vector
0x00182002; SH; FrameLabelVector; Frame Label Vector
0x00182003; DS; FramePrimaryAngleVector; Frame Primary Angle Vector
0x00182004; DS; FrameSecondaryAngleVector; Frame Secondary Angle Vector
0x00182005; DS; SliceLocationVector; Slice Location Vector
0x00182006; SH; DisplayWindowLabelVector; Display Window Label Vector
0x00182010; DS; NominalScannedPixelSpacing; Nominal Scanned Pixel Spacing
0x00182020; CS; DigitizingDeviceTransportDirection; Digitizing Device Transport Direction
0x00182030; DS; RotationOfScannedFilm; Rotation of Scanned Film
0x00182041; SQ; BiopsyTargetSequence; Biopsy Target Sequence
0x00182042; UI; TargetUID; Target UID
0x00182043; FL; LocalizingCursorPosition; Localizing Cursor Position
0x00182044; FL; CalculatedTargetPosition; Calculated Target Position
0x00182045; SH; TargetLabel; Target Label
0x00182046; FL; DisplayedZValue; Displayed Z Value
0x00183100; CS; IVUSAcquisition; IVUS Acquisition
0x00183101; DS; IVUSPullbackRate; IVUS Pullback Rate
0x00183102; DS; IVUSGatedRate; IVUS Gated Rate
0x00183103; IS; IVUSPullbackStartFrameNumber; IVUS Pullback Start Frame Number
0x00183104; IS; IVUSPullbackStopFrameNumber; IVUS Pullback Stop Frame Number
0x00183105; IS; LesionNumber; Lesion Number
0x00185000; SH; OutputPower; Output Power
0x00185010; LO; TransducerData; Transducer Data
0x00185012; DS; FocusDepth; Focus Depth
0x00185020; LO; ProcessingFunction; Processing Function
0x00185022; DS; MechanicalIndex; Mechanical Index
0x00185024; DS; BoneThermalIndex; Bone Thermal Index
0x00185026; DS; CranialThermalIndex; Cranial Thermal Index
0x00185027; DS; SoftTissueThermalIndex; Soft Tissue Thermal Index
0x00185028; DS; SoftTissueFocusThermalIndex; Soft Tissue-focus Thermal Index
0x00185029; DS; SoftTissueSurfaceThermalIndex; Soft Tissue-surface Thermal Index
0x00185050; IS; DepthOfScanField; Depth of Scan Field
0x00185100; CS; PatientPosition; Patient Position
0x00185101; CS; ViewPosition; View Position
0x00185104; SQ; ProjectionEponymousNameCodeSequence; Projection Eponymous Name Code Sequence
0x00186000; DS; Sensitivity; Sensitivity
0x00186011; SQ; SequenceOfUltrasoundRegions; Sequence of Ultrasound Regions
0x00186012; US; RegionSpatialFormat; Region Spatial Format
0x00186014; US; RegionDataType; Region Data Type
0x00186016; UL; RegionFlags; Region Flags
